Key	Value
0023-3416	Increased Histamine Release
0023-3416	Increased Igg Production
0023-4307	Increased Histamine Release
0023-4307	Cell-mediated Immunity
0023-4307	Increased Igg Production
0023-4491	Cell-mediated Immunity
0023-4491	Increased Histamine Release
0023-4491	Increased Igg Production
0023-8694	Decreased Sebaceous Gland Activity
0023-8694	Decreased Protein Synthesis
0023-8842	Decreased Histamine Release
0023-9201	Decreased Histamine Release
0024-5401	Central Nervous System Depression
0024-5421	Central Nervous System Depression
0024-5501	Central Nervous System Depression
0024-5521	Central Nervous System Depression
0024-5810	Increased Norepinephrine Activity
0024-5810	Increased Dopamine Activity
0024-5811	Increased Norepinephrine Activity
0024-5811	Increased Dopamine Activity
0024-5812	Increased Dopamine Activity
0024-5812	Increased Norepinephrine Activity
0024-5843	Increased Myeloid Cell Production
0024-5844	Increased Myeloid Cell Production
0024-5855	Increased Diuresis
0024-5856	Increased Diuresis
0024-5862	Increased Hematopoietic Stem Cell Mobilization
0025-1411	Decreased Prostaglandin Production
0025-1421	Decreased Prostaglandin Production
0037-0430	Decreased Central Nervous System Disorganized Electrical Activity
0037-0431	Decreased Central Nervous System Disorganized Electrical Activity
0037-0442	Decreased Central Nervous System Disorganized Electrical Activity
0037-2001	Centrally-mediated Muscle Relaxation
0037-2250	Centrally-mediated Muscle Relaxation
0037-5001	Increased Diuresis At Loop Of Henle
0037-5005	Increased Diuresis At Loop Of Henle
0037-5010	Increased Diuresis At Loop Of Henle
0037-5020	Increased Diuresis At Loop Of Henle
0037-6010	Central Nervous System Depression
0037-6050	Central Nervous System Depression
0037-6820	Stimulation Large Intestine Fluid/electrolyte Secretion
0037-8110	Genitourinary Arterial Vasodilation
0037-8110	Venous Vasodilation
0037-8120	Venous Vasodilation
0037-8120	Genitourinary Arterial Vasodilation
0037-8130	Venous Vasodilation
0037-8130	Genitourinary Arterial Vasodilation
0037-8140	Genitourinary Arterial Vasodilation
0037-8140	Venous Vasodilation
0039-0060	Increased Diuresis At Loop Of Henle
0039-0066	Increased Diuresis At Loop Of Henle
0039-0067	Increased Diuresis At Loop Of Henle
0049-2100	Emesis Suppression
0049-2110	Emesis Suppression
0049-2140	Emesis Suppression
0052-0301	Decreased Gnrh Secretion
0052-0450	Neuromuscular Nondepolarizing Blockade
0052-0602	Increased Immunologically Active Molecule Activity
0052-0602	Increased Macrophage Proliferation
0052-0602	Actively Acquired Immunity
0053-6871	Increased Coagulation Factor Viii Activity
0053-6871	Increased Coagulation Factor Viii Concentration
0053-7596	Passively Acquired Immunity
0054-0077	Increased Diuresis At Loop Of Henle
0054-0084	Central Nervous System Depression
0054-0085	Central Nervous System Depression
0054-0086	Central Nervous System Depression
0054-0087	Central Nervous System Depression
0054-0097	Decreased Central Nervous System Disorganized Electrical Activity
0054-0098	Decreased Central Nervous System Disorganized Electrical Activity
0054-0099	Decreased Central Nervous System Disorganized Electrical Activity
0054-0199	Decreased Central Nervous System Disorganized Electrical Activity
0054-0224	Decreased Central Nervous System Disorganized Electrical Activity
0054-0254	Increased Diuresis
0054-0255	Increased Diuresis
0054-0273	Increased Histamine Release
0054-0273	Cell-mediated Immunity
0054-0274	Increased Histamine Release
0054-0274	Cell-mediated Immunity
0054-0275	Increased Histamine Release
0054-0275	Cell-mediated Immunity
0054-0276	Cell-mediated Immunity
0054-0276	Increased Histamine Release
0054-0434	Decreased Platelet Aggregation
0054-0435	Decreased Platelet Aggregation
0054-0436	Decreased Platelet Aggregation
0054-3025	Decreased Respiratory Secretion Viscosity
0054-3025	Increased Glutathione Concentration
0054-3026	Increased Glutathione Concentration
0054-3026	Decreased Respiratory Secretion Viscosity
0054-3027	Decreased Respiratory Secretion Viscosity
0054-3027	Increased Glutathione Concentration
0054-3028	Increased Glutathione Concentration
0054-3028	Decreased Respiratory Secretion Viscosity
0054-3294	Increased Diuresis At Loop Of Henle
0054-3298	Increased Diuresis At Loop Of Henle
0054-3486	Stimulation Large Intestine Fluid/electrolyte Secretion
0054-3500	Local Anesthesia
0054-3505	Local Anesthesia
0054-4297	Increased Diuresis At Loop Of Henle
0054-4299	Increased Diuresis At Loop Of Henle
0054-4301	Increased Diuresis At Loop Of Henle
0054-8297	Increased Diuresis At Loop Of Henle
0054-8298	Increased Diuresis At Loop Of Henle
0054-8299	Increased Diuresis At Loop Of Henle
0054-8301	Increased Diuresis At Loop Of Henle
0054-8486	Stimulation Large Intestine Fluid/electrolyte Secretion
0054-8500	Local Anesthesia
0064-0300	Skin Barrier Activity
0064-0850	Skin Barrier Activity
0065-0271	Decreased Histamine Release
0065-0272	Decreased Histamine Release
0065-0332	Decreased Histamine Release
0065-0345	Decreased Histamine Release
0065-0416	Increased Intravascular Volume
0065-0418	Increased Intravascular Volume
0065-0419	Increased Intravascular Volume
0065-0426	Increased Intravascular Volume
0065-0741	Local Anesthesia
0067-0113	Skin Barrier Activity
0067-0116	Skin Barrier Activity
0067-0117	Skin Barrier Activity
0067-0129	Skin Barrier Activity
0067-0134	Skin Barrier Activity
0067-0143	Decreased Prostaglandin Production
0067-0149	Decreased Prostaglandin Production
0067-2000	Decreased Prostaglandin Production
0067-2021	Decreased Prostaglandin Production
0067-2030	Decreased Prostaglandin Production
0067-2035	Decreased Prostaglandin Production
0067-2037	Decreased Prostaglandin Production
0067-2039	Decreased Prostaglandin Production
0067-2045	Central Nervous System Stimulation
0067-2070	Central Nervous System Stimulation
0067-6238	Decreased Prostaglandin Production
0067-6274	Skin Barrier Activity
0067-6275	Skin Barrier Activity
0067-6280	Skin Barrier Activity
0067-6281	Skin Barrier Activity
0067-6282	Skin Barrier Activity
0067-6290	Skin Barrier Activity
0067-6291	Skin Barrier Activity
0067-6341	Decreased Prostaglandin Production
0067-6424	Decreased Prostaglandin Production
0067-8103	Decreased Prostaglandin Production
0067-8104	Decreased Prostaglandin Production
0067-8119	Central Nervous System Stimulation
0069-0006	General Anesthesia
0069-0076	Microtubule Inhibition
0069-0078	Microtubule Inhibition
0069-0079	Microtubule Inhibition
0069-0094	Neuromuscular Nondepolarizing Blockade
0069-0108	Neuromuscular Nondepolarizing Blockade
0069-0122	Decreased Tracheobronchial Stretch Receptor Activity
0069-6001	Decreased Central Nervous System Disorganized Electrical Activity
0069-9141	Microtubule Inhibition
0069-9142	Microtubule Inhibition
0069-9144	Microtubule Inhibition
0071-0237	Decreased Central Nervous System Disorganized Electrical Activity
0071-0369	Decreased Central Nervous System Disorganized Electrical Activity
0071-0417	Vasodilation
0071-0418	Vasodilation
0071-0419	Vasodilation
0071-0525	Decreased Central Nervous System Disorganized Electrical Activity
0071-2214	Decreased Central Nervous System Disorganized Electrical Activity
0071-2418	Decreased Central Nervous System Disorganized Electrical Activity
0071-3740	Decreased Central Nervous System Disorganized Electrical Activity
0074-1040	Alveolar Surface Tension Reduction
0074-1564	Cell-mediated Immunity
0074-1564	Increased Histamine Release
0074-3015	Increased Diuresis
0074-3020	Increased Diuresis
0074-3753	Decreased Central Nervous System Disorganized Electrical Activity
0074-4378	Neuromuscular Nondepolarizing Blockade
0074-4380	Neuromuscular Nondepolarizing Blockade
0074-4382	Neuromuscular Nondepolarizing Blockade
0074-4456	General Anesthesia
0074-5681	Decreased Central Nervous System Disorganized Electrical Activity
0074-5682	Decreased Central Nervous System Disorganized Electrical Activity
0074-6316	Decreased Sebaceous Gland Activity
0074-6346	Decreased Sebaceous Gland Activity
0075-0016	Increased Coagulation Factor Viii Activity
0075-0016	Increased Coagulation Factor Viii Concentration
0075-0026	Increased Coagulation Factor Viii Concentration
0075-0026	Increased Coagulation Factor Viii Activity
0075-2450	Increased Coagulation Factor Viii Activity
0075-2450	Increased Coagulation Factor Viii Concentration
0075-2451	Increased Coagulation Factor Viii Activity
0075-2451	Increased Coagulation Factor Viii Concentration
0075-2452	Increased Coagulation Factor Viii Activity
0075-2452	Increased Coagulation Factor Viii Concentration
0078-0314	Increased Diuresis
0078-0315	Increased Diuresis
0078-0331	Cell-mediated Immunity
0078-0331	Increased Histamine Release
0078-0337	Decreased Central Nervous System Disorganized Electrical Activity
0078-0357	Decreased Central Nervous System Disorganized Electrical Activity
0078-0370	Central Nervous System Stimulation
0078-0371	Central Nervous System Stimulation
0078-0372	Central Nervous System Stimulation
0078-0380	Increased Histamine Release
0078-0380	Cell-mediated Immunity
0078-0381	Cell-mediated Immunity
0078-0381	Increased Histamine Release
0078-0382	Increased Histamine Release
0078-0382	Cell-mediated Immunity
0078-0383	Increased Diuresis
0078-0393	Increased Histamine Release
0078-0393	Cell-mediated Immunity
0078-0424	Central Nervous System Stimulation
0078-0430	Increased Histamine Release
0078-0430	Cell-mediated Immunity
0078-0431	Cell-mediated Immunity
0078-0431	Increased Histamine Release
0078-0432	Cell-mediated Immunity
0078-0432	Increased Histamine Release
0078-0433	Increased Histamine Release
0078-0433	Cell-mediated Immunity
0078-0434	Cell-mediated Immunity
0078-0434	Increased Histamine Release
0078-0436	Decreased Prostaglandin Production
0078-0439	Cell-mediated Immunity
0078-0439	Increased Histamine Release
0078-0440	Increased Histamine Release
0078-0440	Cell-mediated Immunity
0078-0441	Increased Histamine Release
0078-0441	Cell-mediated Immunity
0078-0442	Cell-mediated Immunity
0078-0442	Increased Histamine Release
0078-0446	Decreased Prostaglandin Production
0078-0447	Decreased Blood Pressure
0078-0448	Decreased Blood Pressure
0078-0449	Decreased Blood Pressure
0078-0450	Decreased Blood Pressure
0078-0451	Decreased Blood Pressure
0078-0452	Decreased Blood Pressure
0078-0453	Decreased Blood Pressure
0078-0454	Decreased Blood Pressure
0078-0456	Decreased Central Nervous System Disorganized Electrical Activity
0078-0457	Decreased Central Nervous System Disorganized Electrical Activity
0078-0471	Increased Diuresis
0078-0472	Increased Diuresis
0078-0478	Decreased Prostaglandin Production
0078-0492	Decreased Central Nervous System Disorganized Electrical Activity
0078-0493	Increased Histamine Release
0078-0493	Cell-mediated Immunity
0078-0495	Increased Lymphocyte Cell Production
0078-0495	Increased Lymphocyte Activation
0078-0508	Decreased Central Nervous System Disorganized Electrical Activity
0078-0509	Decreased Central Nervous System Disorganized Electrical Activity
0078-0510	Decreased Central Nervous System Disorganized Electrical Activity
0078-0511	Decreased Central Nervous System Disorganized Electrical Activity
0078-0512	Decreased Central Nervous System Disorganized Electrical Activity
0078-0608	Cell-mediated Immunity
0078-0608	Increased Histamine Release
0078-0609	Increased Histamine Release
0078-0609	Cell-mediated Immunity
0078-0658	Central Nervous System Stimulation
0085-0091	Vasodilation
0085-0370	Increased Histamine Release
0085-0370	Cell-mediated Immunity
0085-0492	Increased Acetylcholine Activity
0085-0819	Vasodilation
0085-0854	Cell-mediated Immunity
0085-0854	Increased Histamine Release
0085-1136	Decreased Platelet Aggregation
0085-1177	Decreased Platelet Aggregation
0085-1288	Increased Histamine Release
0085-1288	Cell-mediated Immunity
0085-1341	Increased Histamine Release
0085-1341	Cell-mediated Immunity
0085-1374	Vasodilation
0085-1461	Cell-mediated Immunity
0085-1461	Increased Histamine Release
0085-2028	Vasodilation
0085-3305	Vasodilation
0085-3310	Vasodilation
0085-3315	Vasodilation
0085-3320	Vasodilation
0085-3330	Vasodilation
0085-4333	Cell-mediated Immunity
0085-4333	Increased Histamine Release
0085-4334	Cell-mediated Immunity
0085-4334	Increased Histamine Release
0087-2775	Increased Diuresis
0087-2776	Increased Diuresis
0087-2788	Increased Diuresis
0087-2875	Increased Diuresis
0087-2876	Increased Diuresis
0093-0073	Central Nervous System Depression
0093-0074	Central Nervous System Depression
0093-0090	Decreased Central Nervous System Disorganized Electrical Activity
0093-0109	Decreased Central Nervous System Disorganized Electrical Activity
0093-0154	Decreased Platelet Aggregation
0093-0155	Decreased Central Nervous System Disorganized Electrical Activity
0093-0778	Decreased Central Nervous System Disorganized Electrical Activity
0093-0948	Decreased Prostaglandin Production
0093-1041	Decreased Prostaglandin Production
0093-1044	Decreased Blood Pressure
0093-1052	Decreased Blood Pressure
0093-1389	Decreased Histamine Release
0093-2109	Increased Sympathetic Activity
0093-2109	Appetite Suppression
0093-2110	Appetite Suppression
0093-2110	Increased Sympathetic Activity
0093-3171	Decreased Sebaceous Gland Activity
0093-4232	Increased Diuresis At Loop Of Henle
0093-4233	Increased Diuresis At Loop Of Henle
0093-4234	Increased Diuresis At Loop Of Henle
0093-4443	Decreased Central Nervous System Disorganized Electrical Activity
0093-4444	Decreased Central Nervous System Disorganized Electrical Activity
0093-5116	Hematologic Activity Alteration
0093-5256	Decreased Sebaceous Gland Activity
0093-5268	Central Nervous System Depression
0093-5269	Central Nervous System Depression
0093-5275	Cell-mediated Immunity
0093-5275	Increased Histamine Release
0093-5276	Cell-mediated Immunity
0093-5276	Increased Histamine Release
0093-5277	Increased Histamine Release
0093-5277	Cell-mediated Immunity
0093-5292	Increased Histamine Release
0093-5292	Cell-mediated Immunity
0093-5293	Cell-mediated Immunity
0093-5293	Increased Histamine Release
0093-5295	Cell-mediated Immunity
0093-5295	Increased Histamine Release
0093-5296	Increased Histamine Release
0093-5296	Cell-mediated Immunity
0093-5297	Increased Histamine Release
0093-5297	Cell-mediated Immunity
0093-5298	Increased Histamine Release
0093-5298	Cell-mediated Immunity
0093-5346	Increased Histamine Release
0093-5346	Cell-mediated Immunity
0093-5347	Increased Histamine Release
0093-5347	Cell-mediated Immunity
0093-5348	Cell-mediated Immunity
0093-5348	Increased Histamine Release
0093-5501	Increased Dopamine Activity
0093-5501	Increased Norepinephrine Activity
0093-5502	Increased Norepinephrine Activity
0093-5502	Increased Dopamine Activity
0093-5512	Decreased Central Nervous System Disorganized Electrical Activity
0093-5513	Decreased Central Nervous System Disorganized Electrical Activity
0093-5514	Decreased Central Nervous System Disorganized Electrical Activity
0093-5552	Increased Histamine Release
0093-5552	Cell-mediated Immunity
0093-5554	Increased Histamine Release
0093-5554	Cell-mediated Immunity
0093-5562	Increased Histamine Release
0093-5562	Cell-mediated Immunity
0093-5703	Increased Dopamine Activity
0093-5703	Increased Norepinephrine Activity
0093-7102	Microtubule Inhibition
0093-7102	Decreased Mitosis
0093-7219	Decreased Central Nervous System Disorganized Electrical Activity
0093-7220	Decreased Central Nervous System Disorganized Electrical Activity
0093-7314	Decreased Platelet Aggregation
0093-7316	Increased Coagulation Factor Viii Concentration
0093-7316	Increased Coagulation Factor Viii Activity
0093-7317	Increased Coagulation Factor Viii Concentration
0093-7317	Increased Coagulation Factor Viii Activity
0093-7335	Decreased Central Nervous System Disorganized Electrical Activity
0093-7336	Decreased Central Nervous System Disorganized Electrical Activity
0093-7471	Increased Histamine Release
0093-7471	Cell-mediated Immunity
0093-7472	Increased Histamine Release
0093-7472	Cell-mediated Immunity
0093-7540	Decreased Central Nervous System Disorganized Electrical Activity
0093-7795	Decreased Central Nervous System Disorganized Electrical Activity
0093-7796	Decreased Central Nervous System Disorganized Electrical Activity
0093-8232	Increased Diuresis
0093-8238	Increased Diuresis
0093-9660	Decreased Central Nervous System Disorganized Electrical Activity
0095-0950	Central Nervous System Depression
0113-0067	Decreased Cell Wall Synthesis & Repair
0113-0084	Decreased Cell Wall Synthesis & Repair
0113-0142	Cell-mediated Immunity
0113-0142	Increased Histamine Release
0113-0160	Cell-mediated Immunity
0113-0160	Increased Histamine Release
0113-0202	Arteriolar Vasodilation
0113-0259	Decreased Prostaglandin Production
0113-0274	Decreased Prostaglandin Production
0113-0277	Decreased Prostaglandin Production
0113-0279	Increased Histamine Release
0113-0279	Cell-mediated Immunity
0113-0294	Arteriolar Vasodilation
0113-0306	Stimulation Large Intestine Fluid/electrolyte Secretion
0113-0340	Skin Barrier Activity
0113-0357	Skin Barrier Activity
0113-0374	Decreased Prostaglandin Production
0113-0394	Cell-mediated Immunity
0113-0394	Increased Histamine Release
0113-0409	Central Nervous System Stimulation
0113-0416	Decreased Prostaglandin Production
0113-0428	Skin Barrier Activity
0113-0430	Decreased Prostaglandin Production
0113-0467	Decreased Prostaglandin Production
0113-0535	Decreased Prostaglandin Production
0113-0588	Skin Barrier Activity
0113-0657	Skin Barrier Activity
0113-0679	Decreased Cell Wall Synthesis & Repair
0113-0798	Arteriolar Vasodilation
0113-0851	Skin Barrier Activity
0113-0856	Arteriolar Vasodilation
0113-0882	Skin Barrier Activity
0113-0944	Increased Histamine Release
0113-0944	Cell-mediated Immunity
0113-0944	Increased Igg Production
0113-1411	Decreased Prostaglandin Production
0115-1030	Decreased Central Nervous System Disorganized Electrical Activity
0115-1031	Decreased Central Nervous System Disorganized Electrical Activity
0115-1070	Decreased Platelet Aggregation
0115-1071	Decreased Platelet Aggregation
0115-1072	Decreased Platelet Aggregation
0115-1205	Appetite Suppression
0115-1205	Increased Sympathetic Activity
0115-1328	Central Nervous System Stimulation
0115-1329	Central Nervous System Stimulation
0115-1330	Central Nervous System Stimulation
0115-1331	Central Nervous System Stimulation
0115-1332	Central Nervous System Stimulation
0115-1333	Central Nervous System Stimulation
0115-1468	Local Anesthesia
0115-1469	Increased Histamine Release
0115-1469	Cell-mediated Immunity
0115-1470	Increased Histamine Release
0115-1470	Cell-mediated Immunity
0115-1471	Cell-mediated Immunity
0115-1471	Increased Histamine Release
0115-1483	Decreased Prostaglandin Production
0115-2011	Centrally-mediated Muscle Relaxation
0115-4411	Decreased Striated Muscle Contraction
0115-4411	Decreased Striated Muscle Tone
0115-4422	Decreased Striated Muscle Tone
0115-4422	Decreased Striated Muscle Contraction
0115-4433	Decreased Striated Muscle Tone
0115-4433	Decreased Striated Muscle Contraction
0115-5311	Increased Diuresis
0115-5322	Increased Diuresis
0115-5445	Increased Dopamine Activity
0115-5445	Increased Norepinephrine Activity
0115-6811	Increased Dopamine Activity
0115-6811	Increased Norepinephrine Activity
0116-1021	Decreased Cell Wall Integrity
0116-1061	Decreased Cell Wall Integrity
0116-2001	Decreased Cell Wall Integrity
0116-2994	Decreased Cell Wall Integrity
0121-0577	Stimulation Large Intestine Fluid/electrolyte Secretion
0121-0670	Decreased Central Nervous System Disorganized Electrical Activity
0121-1761	Skin Barrier Activity
0121-1762	Skin Barrier Activity
0121-4577	Stimulation Large Intestine Fluid/electrolyte Secretion
0121-4802	Decreased Central Nervous System Disorganized Electrical Activity
0126-0065	Increased Histamine Release
0126-0065	Cell-mediated Immunity
0131-1810	Decreased Central Nervous System Disorganized Electrical Activity
0131-2470	Decreased Central Nervous System Disorganized Electrical Activity
0131-2477	Decreased Central Nervous System Disorganized Electrical Activity
0131-2478	Decreased Central Nervous System Disorganized Electrical Activity
0131-2479	Decreased Central Nervous System Disorganized Electrical Activity
0131-2480	Decreased Central Nervous System Disorganized Electrical Activity
0131-5410	Decreased Central Nervous System Disorganized Electrical Activity
0132-0079	Cell-mediated Immunity
0132-0079	Increased Igg Production
0132-0079	Increased Histamine Release
0132-0081	Increased Histamine Release
0132-0081	Cell-mediated Immunity
0132-0081	Increased Igg Production
0132-0185	Increased Igg Production
0132-0185	Increased Histamine Release
0132-0185	Cell-mediated Immunity
0132-0190	Increased Histamine Release
0132-0190	Cell-mediated Immunity
0132-0190	Increased Igg Production
0132-0208	Skin Barrier Activity
0132-0211	Skin Barrier Activity
0132-0214	Skin Barrier Activity
0132-0215	Skin Barrier Activity
0132-0703	Stimulation Large Intestine Fluid/electrolyte Secretion
0132-0703	Increased Large Intestinal Motility
0132-0704	Stimulation Large Intestine Fluid/electrolyte Secretion
0132-0704	Increased Large Intestinal Motility
0135-0077	Central Nervous System Stimulation
0135-0078	Central Nervous System Stimulation
0135-0429	Skin Barrier Activity
0135-0462	Decreased Prostaglandin Production
0135-0499	Decreased Prostaglandin Production
0135-0500	Central Nervous System Stimulation
0135-0501	Central Nervous System Stimulation
0143-1209	Increased Diuresis
0143-1210	Increased Diuresis
0143-1256	Increased Diuresis
0143-1257	Increased Diuresis
0143-1290	Centrally-mediated Muscle Relaxation
0143-1292	Centrally-mediated Muscle Relaxation
0143-1333	Vasodilation
0143-1482	Decreased Central Nervous System Disorganized Electrical Activity
0143-1484	Decreased Central Nervous System Disorganized Electrical Activity
0143-1765	Vasodilation
0143-1767	Vasodilation
0143-1769	Vasodilation
0143-1771	Vasodilation
0143-1772	Vasodilation
0143-1773	Vasodilation
0143-1785	Decreased Prostaglandin Production
0143-2120	Central Nervous System Stimulation
0143-2230	Vasodilation
0143-2260	Vasodilation
0143-3125	Increased Diuresis
0143-3991	Decreased Central Nervous System Disorganized Electrical Activity
0143-3993	Decreased Central Nervous System Disorganized Electrical Activity
0143-3994	Decreased Central Nervous System Disorganized Electrical Activity
0143-9637	Cell-mediated Immunity
0143-9637	Increased Histamine Release
0143-9673	Decreased Central Nervous System Disorganized Electrical Activity
0143-9742	Increased Uterine Smooth Muscle Contraction Or Tone
0143-9743	Increased Uterine Smooth Muscle Contraction Or Tone
0143-9749	Centrally-mediated Muscle Relaxation
0143-9755	Decreased Central Nervous System Disorganized Electrical Activity
0143-9756	Decreased Central Nervous System Disorganized Electrical Activity
0143-9757	Decreased Central Nervous System Disorganized Electrical Activity
0143-9758	Decreased Central Nervous System Disorganized Electrical Activity
0143-9782	Decreased Central Nervous System Disorganized Electrical Activity
0143-9785	Increased Histamine Release
0143-9785	Cell-mediated Immunity
0143-9786	Decreased Blood Pressure
0143-9787	Decreased Blood Pressure
0143-9788	Decreased Central Nervous System Disorganized Electrical Activity
0143-9962	Central Nervous System Depression
0143-9963	Central Nervous System Depression
0143-9964	Decreased Central Nervous System Disorganized Electrical Activity
0143-9965	Decreased Central Nervous System Disorganized Electrical Activity
0143-9966	Decreased Central Nervous System Disorganized Electrical Activity
0143-9967	Decreased Central Nervous System Disorganized Electrical Activity
0143-9992	Decreased Central Nervous System Disorganized Electrical Activity
0143-9993	Decreased Central Nervous System Disorganized Electrical Activity
0143-9994	Decreased Central Nervous System Disorganized Electrical Activity
0145-0061	Decreased Sebaceous Gland Activity
0145-0071	Decreased Sebaceous Gland Activity
0145-2371	Decreased Sebaceous Gland Activity
0145-5371	Decreased Sebaceous Gland Activity
0168-0011	Decreased Cell Wall Synthesis & Repair
0168-0012	Decreased Cell Wall Synthesis & Repair
0168-0021	Decreased Cell Wall Synthesis & Repair
0168-0046	Increased Histamine Release
0168-0046	Cell-mediated Immunity
0168-0111	Decreased Cell Wall Synthesis & Repair
0168-0201	Decreased Sebaceous Gland Activity
0168-0202	Decreased Sebaceous Gland Activity
0168-0203	Decreased Sebaceous Gland Activity
0168-0204	Local Anesthesia
0168-0215	Decreased Sebaceous Gland Activity
0168-0216	Decreased Sebaceous Gland Activity
0168-0270	Increased Histamine Release
0168-0270	Cell-mediated Immunity
0168-0271	Cell-mediated Immunity
0168-0271	Increased Histamine Release
0168-0272	Increased Histamine Release
0168-0272	Cell-mediated Immunity
0168-0273	Decreased Cell Wall Synthesis & Repair
0168-0277	Decreased Sebaceous Gland Activity
0168-0313	Decreased Dna Replication
0168-0313	Decreased Rna Replication
0168-0313	Decreased Protein Synthesis
0168-0314	Decreased Protein Synthesis
0168-0314	Decreased Dna Replication
0168-0314	Decreased Rna Replication
0168-0326	Vasodilation
0168-0357	Local Anesthesia
0168-0407	Decreased Protein Synthesis
0168-0407	Decreased Rna Replication
0168-0407	Decreased Dna Replication
0168-0432	Increased Cytokine Activity
0168-0432	Increased Cytokine Production
0168-0449	Decreased Protein Synthesis
0168-0449	Decreased Dna Replication
0168-0449	Decreased Rna Replication
0168-0522	Decreased Rna Replication
0168-0522	Decreased Protein Synthesis
0168-0522	Decreased Dna Replication
0168-0803	Decreased Prostaglandin Production
0172-2083	Increased Diuresis
0172-2089	Increased Diuresis
0172-2907	Increased Diuresis At Loop Of Henle
0172-2908	Increased Diuresis At Loop Of Henle
0172-5240	Decreased Platelet Production
0172-5241	Decreased Platelet Production
0172-6406	Decreased Histamine Release
0173-0135	Increased Norepinephrine Activity
0173-0135	Increased Dopamine Activity
0173-0177	Increased Dopamine Activity
0173-0177	Increased Norepinephrine Activity
0173-0178	Increased Dopamine Activity
0173-0178	Increased Norepinephrine Activity
0173-0517	Vasodilation
0173-0518	Vasodilation
0173-0519	Vasodilation
0173-0526	Decreased Central Nervous System Disorganized Electrical Activity
0173-0527	Decreased Central Nervous System Disorganized Electrical Activity
0173-0556	Increased Dopamine Activity
0173-0556	Increased Norepinephrine Activity
0173-0594	Decreased Central Nervous System Disorganized Electrical Activity
0173-0633	Decreased Central Nervous System Disorganized Electrical Activity
0173-0642	Decreased Central Nervous System Disorganized Electrical Activity
0173-0643	Decreased Central Nervous System Disorganized Electrical Activity
0173-0644	Decreased Central Nervous System Disorganized Electrical Activity
0173-0699	Decreased Central Nervous System Disorganized Electrical Activity
0173-0722	Increased Norepinephrine Activity
0173-0722	Increased Dopamine Activity
0173-0754	Decreased Central Nervous System Disorganized Electrical Activity
0173-0755	Decreased Central Nervous System Disorganized Electrical Activity
0173-0756	Decreased Central Nervous System Disorganized Electrical Activity
