Key	Value
0003-0371	E.R. Squibb & Sons, L.L.C.
0003-0494	E.R. Squibb & Sons, L.L.C.
0003-0524	E.R. Squibb & Sons, L.L.C.
0003-0527	E.R. Squibb & Sons, L.L.C.
0003-0528	E.R. Squibb & Sons, L.L.C.
0003-0830	E.R. Squibb & Sons, L.L.C.
0003-0852	E.R. Squibb & Sons, L.L.C.
0003-0855	E.R. Squibb & Sons, L.L.C.
0003-0857	E.R. Squibb & Sons, L.L.C.
0003-0893	E.R. Squibb & Sons, L.L.C.
0003-0894	E.R. Squibb & Sons, L.L.C.
0003-1427	E.R. Squibb & Sons, L.L.C.
0003-1428	E.R. Squibb & Sons, L.L.C.
0003-1611	E.R. Squibb & Sons, L.L.C.
0003-1612	E.R. Squibb & Sons, L.L.C.
0003-1614	E.R. Squibb & Sons, L.L.C.
0003-1964	E.R. Squibb & Sons, L.L.C.
0003-1965	E.R. Squibb & Sons, L.L.C.
0003-1966	E.R. Squibb & Sons, L.L.C.
0003-1967	E.R. Squibb & Sons, L.L.C.
0003-1968	E.R. Squibb & Sons, L.L.C.
0003-2187	E.R. Squibb & Sons, L.L.C.
0003-2188	E.R. Squibb & Sons, L.L.C.
0003-2230	E.R. Squibb & Sons, L.L.C.
0003-2240	E.R. Squibb & Sons, L.L.C.
0003-2327	E.R. Squibb & Sons, L.L.C.
0003-2328	E.R. Squibb & Sons, L.L.C.
0003-2560	E.R. Squibb & Sons, L.L.C.
0003-2570	E.R. Squibb & Sons, L.L.C.
0003-3622	E.R. Squibb & Sons, L.L.C.
0003-3623	E.R. Squibb & Sons, L.L.C.
0003-3624	E.R. Squibb & Sons, L.L.C.
0003-3631	E.R. Squibb & Sons, L.L.C.
0003-3638	E.R. Squibb & Sons, L.L.C.
0003-4214	E.R. Squibb & Sons, L.L.C.
0003-4215	E.R. Squibb & Sons, L.L.C.
0003-4221	E.R. Squibb & Sons, L.L.C.
0003-4222	E.R. Squibb & Sons, L.L.C.
0003-4223	E.R. Squibb & Sons, L.L.C.
0003-5178	E.R. Squibb & Sons, L.L.C.
0003-5194	E.R. Squibb & Sons, L.L.C.
0003-5195	E.R. Squibb & Sons, L.L.C.
0003-6335	E.R. Squibb & Sons, L.L.C.
0003-6336	E.R. Squibb & Sons, L.L.C.
0003-6337	E.R. Squibb & Sons, L.L.C.
0004-0028	Genentech, Inc.
0004-0038	Genentech, Inc.
0004-0039	Genentech, Inc.
0004-0058	Genentech, Inc.
0004-0068	Genentech, Inc.
0004-0086	Genentech, Inc.
0004-0098	Genentech, Inc.
0004-0244	Genentech, Inc.
0004-0245	Genentech, Inc.
0004-0257	Genentech, Inc.
0004-0259	Genentech, Inc.
0004-0260	Genentech, Inc.
0004-0261	Genentech, Inc.
0004-0298	Genentech, Inc.
0004-0381	Genentech, Inc.
0004-0800	Genentech, Inc.
0004-0801	Genentech, Inc.
0004-0802	Genentech, Inc.
0004-0820	Genentech, Inc.
0004-0822	Genentech, Inc.
0004-1963	Genentech, Inc.
0004-1964	Genentech, Inc.
0004-6202	Genentech, Inc.
0004-6203	Genentech, Inc.
0004-6313	Genentech, Inc.
0004-6314	Genentech, Inc.
0004-6316	Genentech, Inc.
0004-6415	Genentech, Inc.
0004-6416	Genentech, Inc.
0004-6940	Genentech, Inc.
0005-2500	Wyeth Pharmaceutical Division of Wyeth Holdings Corporation, a subsidiary of Pfizer Inc.
0006-0005	Merck Sharp & Dohme Corp.
0006-0019	Merck Sharp & Dohme Corp.
0006-0032	Merck Sharp & Dohme Corp.
0006-0033	Merck Sharp & Dohme Corp.
0006-0071	Merck Sharp & Dohme Corp.
0006-0072	Merck Sharp & Dohme Corp.
0006-0106	Merck Sharp & Dohme Corp.
0006-0117	Merck Sharp & Dohme Corp.
0006-0207	Merck Sharp & Dohme Corp.
0006-0266	Merck Sharp & Dohme Corp.
0006-0267	Merck Sharp & Dohme Corp.
0006-0275	Merck Sharp & Dohme Corp.
0006-0325	Merck Sharp & Dohme Corp.
0006-0335	Merck Sharp & Dohme Corp.
0006-0351	Merck Sharp & Dohme Corp.
0006-0461	Merck Sharp & Dohme Corp.
0006-0462	Merck Sharp & Dohme Corp.
0006-0464	Merck Sharp & Dohme Corp.
0006-0533	Merck Sharp & Dohme Corp.
0006-0535	Merck Sharp & Dohme Corp.
0006-0537	Merck Sharp & Dohme Corp.
0006-0568	Merck Sharp & Dohme Corp.
0006-0570	Merck Sharp & Dohme Corp.
0006-0571	Merck Sharp & Dohme Corp.
0006-0573	Merck Sharp & Dohme Corp.
0006-0705	Merck Sharp & Dohme Corp.
0006-0711	Merck Sharp & Dohme Corp.
0006-0717	Merck Sharp & Dohme Corp.
0006-0731	Merck Sharp & Dohme Corp.
0006-0732	Merck Sharp & Dohme Corp.
0006-0745	Merck Sharp & Dohme Corp.
0006-0747	Merck Sharp & Dohme Corp.
0006-0753	Merck Sharp & Dohme Corp.
0006-0757	Merck Sharp & Dohme Corp.
0006-0773	Merck Sharp & Dohme Corp.
0006-0951	Merck Sharp & Dohme Corp.
0006-0952	Merck Sharp & Dohme Corp.
0006-0960	Merck Sharp & Dohme Corp.
0006-1711	Merck Sharp & Dohme Corp.
0006-3029	Merck Sharp & Dohme Corp.
0006-3395	Merck Sharp & Dohme Corp.
0006-3514	Merck Sharp & Dohme Corp.
0006-3516	Merck Sharp & Dohme Corp.
0006-3519	Merck Sharp & Dohme Corp.
0006-3551	Merck Sharp & Dohme Corp.
0006-3552	Merck Sharp & Dohme Corp.
0006-3628	Merck Sharp & Dohme Corp.
0006-3629	Merck Sharp & Dohme Corp.
0006-3800	Merck Sharp & Dohme Corp.
0006-3801	Merck Sharp & Dohme Corp.
0006-3822	Merck Sharp & Dohme Corp.
0006-3823	Merck Sharp & Dohme Corp.
0006-3841	Merck Sharp & Dohme Corp.
0006-3843	Merck Sharp & Dohme Corp.
0006-3845	Merck Sharp & Dohme Corp.
0006-3862	Merck Sharp & Dohme Corp.
0006-3884	Merck Sharp & Dohme Corp.
0006-3915	Merck Sharp & Dohme Corp.
0006-3916	Merck Sharp & Dohme Corp.
0006-3917	Merck Sharp & Dohme Corp.
0006-3918	Merck Sharp & Dohme Corp.
0006-3919	Merck Sharp & Dohme Corp.
0006-3931	Merck Sharp & Dohme Corp.
0006-3941	Merck Sharp & Dohme Corp.
0006-9117	Merck Sharp & Dohme Corp.
0006-9275	Merck Sharp & Dohme Corp.
0007-3230	GlaxoSmithKline LLC
0007-3232	GlaxoSmithKline LLC
0007-3234	GlaxoSmithKline LLC
0007-3236	GlaxoSmithKline LLC
0007-3260	GlaxoSmithKline LLC
0007-3261	GlaxoSmithKline LLC
0007-3262	GlaxoSmithKline LLC
0007-3370	GlaxoSmithKline LLC
0007-3371	GlaxoSmithKline LLC
0007-3372	GlaxoSmithKline LLC
0007-3373	GlaxoSmithKline LLC
0007-3650	GlaxoSmithKline LLC
0007-4139	GlaxoSmithKline LLC
0007-4140	GlaxoSmithKline LLC
0007-4141	GlaxoSmithKline LLC
0007-4142	GlaxoSmithKline LLC
0007-4201	GlaxoSmithKline LLC
0007-4205	GlaxoSmithKline LLC
0007-4207	GlaxoSmithKline LLC
0007-4401	GlaxoSmithKline LLC
0007-4407	GlaxoSmithKline LLC
0007-4640	GlaxoSmithKline LLC
0007-4641	GlaxoSmithKline LLC
0007-4642	GlaxoSmithKline LLC
0007-4643	GlaxoSmithKline LLC
0007-4646	GlaxoSmithKline LLC
0007-4882	GlaxoSmithKline LLC
0007-4883	GlaxoSmithKline LLC
0007-4885	GlaxoSmithKline LLC
0007-4887	GlaxoSmithKline LLC
0007-4888	GlaxoSmithKline LLC
0007-4890	GlaxoSmithKline LLC
0007-4891	GlaxoSmithKline LLC
0007-4892	GlaxoSmithKline LLC
0007-4893	GlaxoSmithKline LLC
0007-4894	GlaxoSmithKline LLC
0007-4895	GlaxoSmithKline LLC
0007-4896	GlaxoSmithKline LLC
0007-5180	GlaxoSmithKline LLC
0008-0407	Wyeth Pharmaceuticals Company
0008-0606	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-0607	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-0841	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-0843	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-0844	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-0923	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-0941	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-1030	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-1040	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-1041	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-1042	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-1123	Wyeth Pharmaceuticals Company, a subsidiary of Pfizer Inc.
0008-1211	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-1222	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-2001	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-4001	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-4117	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-4188	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0008-4990	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0009-0003	Pharmacia and Upjohn Company
0009-0005	Pharmacia and Upjohn Company
0009-0011	Pharmacia and Upjohn Company
0009-0012	Pharmacia and Upjohn Company
0009-0013	Pharmacia and Upjohn Company
0009-0016	Pharmacia and Upjohn Company
0009-0017	Pharmacia and Upjohn Company
0009-0018	Pharmacia and Upjohn Company
0009-0020	Pharmacia and Upjohn Company
0009-0022	Pharmacia and Upjohn Company
0009-0024	Pharmacia and Upjohn Company
0009-0029	Pharmacia and Upjohn Company
0009-0031	Pharmacia and Upjohn Company
0009-0039	Pharmacia and Upjohn Company
0009-0044	Pharmacia and Upjohn Company
0009-0047	Pharmacia and Upjohn Company
0009-0049	Pharmacia and Upjohn Company
0009-0050	Pharmacia and Upjohn Company
0009-0055	Pharmacia and Upjohn Company
0009-0056	Pharmacia and Upjohn Company
0009-0057	Pharmacia and Upjohn Company
0009-0059	Pharmacia and Upjohn Company
0009-0064	Pharmacia and Upjohn Company
0009-0066	Pharmacia and Upjohn Company
0009-0068	Pharmacia and Upjohn Company
0009-0073	Pharmacia and Upjohn Company
0009-0085	Pharmacia and Upjohn Company
0009-0086	Pharmacia and Upjohn Company
0009-0090	Pharmacia and Upjohn Company
0009-0094	Pharmacia and Upjohn Company
0009-0113	Pharmacia and Upjohn Company
0009-0176	Pharmacia and Upjohn Company
0009-0190	Pharmacia and Upjohn Company
0009-0233	Pharmacia and Upjohn Company
0009-0234	Pharmacia and Upjohn Company
0009-0241	Pharmacia and Upjohn Company
0009-0260	Pharmacia and Upjohn Company
0009-0271	Pharmacia and Upjohn Company
0009-0274	Pharmacia and Upjohn Company
0009-0280	Pharmacia and Upjohn Company
0009-0286	Pharmacia and Upjohn Company
0009-0302	Pharmacia and Upjohn Company
0009-0306	Pharmacia and Upjohn Company
0009-0341	Pharmacia and Upjohn Company
0009-0352	Pharmacia and Upjohn Company
0009-0370	Pharmacia and Upjohn Company
0009-0436	Pharmacia and Upjohn Company
0009-0450	Pharmacia and Upjohn Company
0009-0520	Pharmacia and Upjohn Company
0009-0602	Pharmacia and Upjohn Company
0009-0626	Pharmacia and Upjohn Company
0009-0698	Pharmacia and Upjohn Company
0009-0728	Pharmacia and Upjohn Company
0009-0758	Pharmacia and Upjohn Company
0009-0760	Pharmacia and Upjohn Company
0009-0765	Pharmacia and Upjohn Company
0009-0775	Pharmacia and Upjohn Company
0009-0796	Pharmacia and Upjohn Company
0009-0825	Pharmacia and Upjohn Company
0009-0827	Pharmacia and Upjohn Company
0009-0856	Pharmacia and Upjohn Company
0009-0870	Pharmacia and Upjohn Company
0009-0900	Pharmacia and Upjohn Company
0009-0901	Pharmacia and Upjohn Company
0009-0902	Pharmacia and Upjohn Company
0009-0909	Pharmacia and Upjohn Company
0009-0912	Pharmacia and Upjohn Company
0009-0920	Pharmacia and Upjohn Company
0009-1111	Pharmacia and Upjohn Company
0009-3073	Pharmacia and Upjohn Company
0009-3116	Pharmacia and Upjohn Company
0009-3124	Pharmacia and Upjohn Company
0009-3169	Pharmacia and Upjohn Company
0009-3329	Pharmacia and Upjohn Company
0009-3331	Pharmacia and Upjohn Company
0009-3359	Pharmacia and Upjohn Company
0009-3375	Pharmacia and Upjohn Company
0009-3381	Pharmacia and Upjohn Company
0009-3382	Pharmacia and Upjohn Company
0009-3389	Pharmacia and Upjohn Company
0009-3447	Pharmacia and Upjohn Company
0009-3448	Pharmacia and Upjohn Company
0009-3449	Pharmacia and Upjohn Company
0009-3475	Pharmacia and Upjohn Company
0009-3701	Pharmacia and Upjohn Company
0009-3778	Pharmacia and Upjohn Company
0009-3794	Pharmacia and Upjohn Company
0009-4541	Pharmacia and Upjohn Company
0009-4544	Pharmacia and Upjohn Company
0009-5012	Pharmacia and Upjohn Company
0009-5013	Pharmacia and Upjohn Company
0009-5014	Pharmacia and Upjohn Company
0009-5091	Pharmacia and Upjohn Company
0009-5093	Pharmacia and Upjohn Company
0009-5131	Pharmacia and Upjohn Company
0009-5134	Pharmacia and Upjohn Company
0009-5135	Pharmacia and Upjohn Company
0009-5136	Pharmacia and Upjohn Company
0009-5137	Pharmacia and Upjohn Company
0009-5139	Pharmacia and Upjohn Company
0009-5140	Pharmacia and Upjohn Company
0009-5176	Pharmacia and Upjohn Company
0009-5178	Pharmacia and Upjohn Company
0009-5180	Pharmacia and Upjohn Company
0009-5181	Pharmacia and Upjohn Company
0009-5182	Pharmacia and Upjohn Company
0009-5190	Pharmacia and Upjohn Company
0009-5191	Pharmacia and Upjohn Company
0009-5199	Pharmacia and Upjohn Company
0009-5200	Pharmacia and Upjohn Company
0009-5400	Pharmacia and Upjohn Company
0009-5401	Pharmacia and Upjohn Company
0009-7224	Pharmacia and Upjohn Company
0009-7529	Pharmacia and Upjohn Company
0009-7663	Pharmacia and Upjohn Company
0009-7667	Pharmacia and Upjohn Company
0009-7686	Pharmacia and Upjohn Company
0013-0101	Pharmacia and Upjohn Company
0013-0102	Pharmacia and Upjohn Company
0013-0132	Pharmacia and Upjohn Company
0013-2150	Pharmacia and Upjohn Company
0013-2200	Pharmacia and Upjohn Company
0013-2201	Pharmacia and Upjohn Company
0013-2202	Pharmacia and Upjohn Company
0013-2576	Pharmacia and Upjohn Company
0013-2586	Pharmacia and Upjohn Company
0013-2596	Pharmacia and Upjohn Company
0013-2626	Pharmacia and Upjohn Company
0013-2646	Pharmacia and Upjohn Company
0013-2649	Pharmacia and Upjohn Company
0013-2650	Pharmacia and Upjohn Company
0013-2651	Pharmacia and Upjohn Company
0013-2652	Pharmacia and Upjohn Company
0013-2653	Pharmacia and Upjohn Company
0013-2654	Pharmacia and Upjohn Company
0013-2655	Pharmacia and Upjohn Company
0013-2656	Pharmacia and Upjohn Company
0013-2657	Pharmacia and Upjohn Company
0013-2658	Pharmacia and Upjohn Company
0013-5301	Pharmacia and Upjohn Company
0013-8303	Pharmacia and Upjohn Company
0013-8717	Pharmacia and Upjohn Company
0013-8727	Pharmacia and Upjohn Company
0023-0042	Allergan, Inc.
0023-0066	Allergan, Inc.
0023-0106	Allergan, Inc.
0023-0240	Allergan, Inc.
0023-0312	Allergan, Inc.
0023-0313	Allergan, Inc.
0023-0316	Allergan, Inc.
0023-0403	Allergan, Inc.
0023-0506	Allergan, Inc.
0023-0798	Allergan, Inc.
0023-1145	Allergan, Inc.
0023-2181	Allergan, Inc.
0023-3205	Allergan, Inc.
0023-3240	Allergan, Inc.
0023-3348	Allergan, Inc.
0023-3416	Allergan, Inc.
0023-3459	Allergan, Inc.
0023-3507	Allergan, Inc.
0023-3513	Allergan, Inc.
0023-3615	Allergan, Inc.
0023-3616	Allergan, Inc.
0023-3670	Allergan, Inc.
0023-3919	Allergan, Inc.
0023-3921	Allergan, Inc.
0023-4290	Allergan, Inc.
0023-4307	Allergan, Inc.
0023-4383	Allergan, Inc.
0023-4385	Allergan, Inc.
0023-4491	Allergan, Inc.
0023-4526	Allergan, Inc.
0023-4554	Allergan, Inc.
0023-4857	Allergan, Inc.
0023-4948	Allergan, Inc.
0023-4951	Allergan, Inc.
0023-4953	Allergan, Inc.
0023-4963	Allergan, Inc.
0023-4964	Allergan, Inc.
0023-4965	Allergan, Inc.
0023-7824	Allergan, Inc.
0023-8335	Allergan, Inc.
0023-8694	Allergan, Inc.
0023-8842	Allergan, Inc.
0023-9155	Allergan, Inc.
0023-9156	Allergan, Inc.
0023-9163	Allergan, Inc.
0023-9177	Allergan, Inc.
0023-9187	Allergan, Inc.
0023-9201	Allergan, Inc.
0023-9205	Allergan, Inc.
0023-9211	Allergan, Inc.
0023-9232	Allergan, Inc.
0023-9236	Allergan, Inc.
0023-9277	Allergan, Inc.
0023-9321	Allergan, Inc.
0023-9350	Allergan, Inc.
0024-0222	sanofi-aventis U.S. LLC
0024-0335	sanofi-aventis U.S. LLC
0024-0337	sanofi-aventis U.S. LLC
0024-0393	sanofi-aventis U.S. LLC
0024-0590	sanofi-aventis U.S. LLC
0024-0591	sanofi-aventis U.S. LLC
0024-0605	sanofi-aventis U.S. LLC
0024-0610	sanofi-aventis U.S. LLC
0024-0793	sanofi-aventis U.S. LLC
0024-1535	sanofi-aventis U.S. LLC
0024-1562	sanofi-aventis U.S. LLC
0024-1596	sanofi-aventis U.S. LLC
0024-2791	sanofi-aventis U.S. LLC
0024-2792	sanofi-aventis U.S. LLC
0024-2794	sanofi-aventis U.S. LLC
0024-4142	sanofi-aventis U.S. LLC
0024-4200	sanofi-aventis U.S. LLC
0024-5150	sanofi-aventis U.S. LLC
0024-5151	sanofi-aventis U.S. LLC
0024-5401	sanofi-aventis U.S. LLC
0024-5421	sanofi-aventis U.S. LLC
0024-5501	sanofi-aventis U.S. LLC
0024-5521	sanofi-aventis U.S. LLC
0024-5800	Sanofi-Aventis U.S. LLC
0024-5801	Sanofi-Aventis U.S. LLC
0024-5810	sanofi-aventis U.S. LLC
0024-5811	sanofi-aventis U.S. LLC
0024-5812	sanofi-aventis U.S. LLC
0024-5820	sanofi-aventis U.S. LLC
0024-5824	Sanofi-Aventis U.S. LLC
0024-5831	sanofi-aventis U.S. LLC
0024-5833	sanofi-aventis U.S. LLC
0024-5840	sanofi-aventis U.S. LLC
0024-5841	sanofi-aventis U.S. LLC
0024-5843	sanofi-aventis U.S. LLC
0024-5844	sanofi-aventis U.S. LLC
0024-5850	sanofi-aventis U.S. LLC
0024-5851	sanofi-aventis U.S. LLC
0024-5852	sanofi-aventis U.S. LLC
0024-5855	sanofi-aventis U.S. LLC
0024-5856	sanofi-aventis U.S. LLC
0024-5858	Sanofi-Aventis U.S. LLC
0024-5860	sanofi-aventis U.S. LLC
0024-5862	sanofi-aventis U.S. LLC
0024-5874	Sanofi-Aventis U.S. LLC
0024-5882	Sanofi-Aventis U.S. LLC
0024-5884	Sanofi-Aventis U.S. LLC
0025-0061	G.D. Searle LLC Division of Pfizer Inc
0025-0066	G.D. Searle LLC Division of Pfizer Inc
0025-0166	G.D. Searle LLC Division of Pfizer Inc
0025-1001	G.D. Searle LLC Division of Pfizer Inc
0025-1011	G.D. Searle LLC Division of Pfizer Inc
0025-1021	G.D. Searle LLC Division of Pfizer Inc
0025-1031	G.D. Searle LLC Division of Pfizer Inc
0025-1041	G.D. Searle LLC Division of Pfizer Inc
0025-1381	G.D. Searle LLC Division of Pfizer Inc
0025-1411	G.D. Searle LLC Division of Pfizer Inc
0025-1421	G.D. Searle LLC Division of Pfizer Inc
0025-1451	G.D. Searle LLC Division of Pfizer Inc
0025-1461	G.D. Searle LLC Division of Pfizer Inc
0025-1515	G.D. Searle LLC Division of Pfizer Inc
0025-1520	G.D. Searle LLC Division of Pfizer Inc
0025-1525	G.D. Searle LLC Division of Pfizer Inc
0025-1530	G.D. Searle LLC Division of Pfizer Inc
0025-1821	G.D. Searle LLC Division of Pfizer Inc
0025-1831	G.D. Searle LLC Division of Pfizer Inc
0025-1851	G.D. Searle LLC Division of Pfizer Inc
0025-1861	G.D. Searle LLC Division of Pfizer Inc
0025-1891	G.D. Searle LLC Division of Pfizer Inc
0025-1901	G.D. Searle LLC Division of Pfizer Inc
0025-1911	G.D. Searle LLC Division of Pfizer Inc
0025-1942	G.D. Searle LLC Division of Pfizer Inc
0025-1961	G.D. Searle LLC Division of Pfizer Inc
0025-2011	G.D. Searle LLC Division of Pfizer Inc
0025-2021	G.D. Searle LLC Division of Pfizer Inc
0025-2732	G.D. Searle LLC Division of Pfizer Inc
0025-2742	G.D. Searle LLC Division of Pfizer Inc
0025-2752	G.D. Searle LLC Division of Pfizer Inc
0025-2762	G.D. Searle LLC Division of Pfizer Inc
0029-1525	GlaxoSmithKline LLC
0029-1526	GlaxoSmithKline LLC
0029-1527	GlaxoSmithKline LLC
0029-6571	GlaxoSmithKline LLC
0029-6575	GlaxoSmithKline LLC
0029-6579	GlaxoSmithKline LLC
0031-2234	Richmond Division of Wyeth
0031-2235	Richmond Division of Wyeth
0031-2238	Richmond Division of Wyeth
0031-2246	Richmond Division of Wyeth
0031-2247	Richmond Division of Wyeth LLC, a subsidiary of Pfizer Inc.
0031-2249	Richmond Division of Wyeth
0031-2293	Richmond Division of Wyeth LLC, a subsidiary of Pfizer Inc.
0031-8649	Richmond Division of Wyeth
0031-8692	Richmond Division of Wyeth
0031-8693	Richmond Division of Wyeth
0031-8694	Richmond Division of Wyeth
0031-8698	Richmond Division of Wyeth
0031-8712	Richmond Division of Wyeth
0031-8713	Richmond Division of Wyeth
0031-8715	Richmond Division of Wyeth
0031-8716	Richmond Division of Wyeth
0031-8717	Richmond Division of Wyeth
0031-8719	Richmond Division of Wyeth
0031-8721	Richmond Division of Wyeth
0031-8722	Richmond Division of Wyeth
0031-8724	Richmond Division of Wyeth
0031-8731	Richmond Division of Wyeth
0031-8732	Richmond Division of Wyeth
0031-8734	Richmond Division of Wyeth
0031-8735	Richmond Division of Wyeth
0031-8736	Richmond Division of Wyeth
0031-8737	Richmond Division of Wyeth
0031-8738	Richmond Division of Wyeth
0031-8740	Richmond Division of Wyeth
0031-8741	Richmond Division of Wyeth
0031-8742	Richmond Division of Wyeth
0032-1101	Abbott Products, Inc.
0032-1102	Abbott Products, Inc.
0032-1103	Abbott Products, Inc.
0032-1203	AbbVie Inc.
0032-1206	AbbVie Inc.
0032-1212	AbbVie Inc.
0032-1224	AbbVie Inc.
0032-1708	AbbVie Inc.
0032-1711	AbbVie Inc.
0032-3016	AbbVie Inc.
0037-0110	Meda Pharmaceuticals Inc.
0037-0113	Meda Pharmaceuticals Inc.
0037-0114	Meda Pharmaceuticals Inc.
0037-0241	Meda Pharmaceuticals Inc.
0037-0430	Meda Pharmaceuticals Inc.
0037-0431	Meda Pharmaceuticals Inc.
0037-0442	Meda Pharmaceuticals Inc.
0037-0521	Meda Pharmaceuticals Inc.
0037-0731	Meda Pharmaceuticals Inc.
0037-1221	Meda Pharmaceuticals Inc.
0037-2001	Meda Pharmaceuticals Inc.
0037-2250	Meda Pharmaceuticals Inc.
0037-4401	Meda Pharmaceuticals Inc.
0037-5001	Meda Pharmaceuticals Inc.
0037-5005	Meda Pharmaceuticals Inc.
0037-5010	Meda Pharmaceuticals Inc.
0037-5020	Meda Pharmaceuticals Inc.
0037-6010	Meda Pharmaceuticals Inc.
0037-6050	Meda Pharmaceuticals Inc.
0037-6820	MEDA Pharmaceuticals
0037-6822	MEDA Pharmaceuticals
0037-6823	MEDA PHARMACEUTICALS INC.
0037-6824	MEDA Pharmaceuticals
0037-6885	Meda Pharmaceuticals Inc.
0037-7025	Meda Pharmaceuticals Inc.
0037-8110	Meda Pharmaceuticals Inc.
0037-8120	Meda Pharmaceuticals Inc.
0037-8130	Meda Pharmaceuticals Inc.
0037-8140	Meda Pharmaceuticals Inc.
0039-0017	Sanofi-Aventis U.S. LLC
0039-0018	Sanofi-Aventis U.S. LLC
0039-0019	Sanofi-Aventis U.S. LLC
0039-0020	Sanofi-Aventis U.S. LLC
0039-0023	Sanofi-Aventis U.S. LLC
0039-0024	Sanofi-Aventis U.S. LLC
0039-0037	Sanofi-Aventis U.S. LLC
0039-0038	Sanofi-Aventis U.S. LLC
0039-0051	Sanofi-Aventis U.S. LLC
0039-0052	Sanofi-Aventis U.S. LLC
0039-0053	Sanofi-Aventis U.S. LLC
0039-0060	Sanofi-Aventis U.S. LLC
0039-0066	Sanofi-Aventis U.S. LLC
0039-0067	Sanofi-Aventis U.S. LLC
0039-0221	Sanofi-Aventis U.S. LLC
0039-0222	Sanofi-Aventis U.S. LLC
0039-0223	Sanofi-Aventis U.S. LLC
0046-0749	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0046-0872	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0046-1065	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0046-1100	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0046-1101	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0046-1102	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0046-1103	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0046-1104	Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.
0049-0013	Roerig
0049-0014	Roerig
0049-0022	Roerig
0049-0023	Roerig
0049-0024	Roerig
0049-0031	Roerig
